Vert_Group,Genus,Species,Common_name,Population_1,Population_2,Population_3,Latitude,Longitude,LatLongEst,Elevation,Years,Year_1,Year_final,Breeding_Cycle,Moult,Life_Stage,LifeHistConf,Jan_Sampled,Feb_Sampled,Mar_Sampled,Apr_Sampled,May_Sampled,June_Sampled,July_Sampled,Aug_Sampled,Sept_Sampled,Oct_Sampled,Nov_Sampled,Dec_Sampled,Time_min,Time_max,CaptureMethod,SampleMethod,MaxLatency_A,MaxLate_Cort,LateStressCort,StressorType,MajorStressPop,Method,A_AntibodyKit,Cort_AntibodyKit,CORT,Androgen,M_A_Mean,M_A_SE,M_A_CV,M_A_N,M_A_Min,M_A_Max,M_A_RemoveOutlier,F_A_Mean,F_A_SE,F_A_CV,F_A_N,F_A_Min,F_A_Max,F_A_RemoveOutlier,M_BC_Mean,M_BC_SE,M_BC_CV,M_BC_N,M_BC_Min,M_BC_Max,M_BC_RemoveOutlir,F_BC_Mean,F_BC_SE,F_BC_CV,F_BC_N,F_BC_Min,F_BC_Max,F_BC_RemoveOutlir,M_SC_Mean,M_SC_SE,M_SC_CV,M_SC_N,M_SC_Min,M_SC_Max,M_SC_RemoveOutlier,F_SC_Mean,F_SC_SE,F_SC_CV,F_SC_N,F_SC_Min,F_SC_Max,F_SC_RemoveOutlier,OutlierCriteria,Notes,Lab_ID,Ref_ID
Bird,Ploceus,philippinus,Indian baya weaver,"Vallabh Vidyanagar, India",null,null,22.516878,72.999975,Reported,40,1983,1983,1983,Breeding,Y,null,Y,N,N,N,N,Y,N,N,N,N,N,N,N,8:00,10:00,shot,Active,2,null,null,null,null,Williams &  Sharp 1978,null,null,null,testosterone,0.482,null,null,4,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pre-nuptial molt; Single assay described by Williams & Sharp 1978 (http://joe.endocrinology-journals.org/content/77/1/57.full.pdf),Sharp,129
Bird,Ploceus,philippinus,Indian baya weaver,"Vallabh Vidyanagar, India",null,null,22.516878,72.999975,Reported,40,1983,1983,1983,Nonbreeding,Y,null,Y,N,N,N,N,N,N,N,N,N,N,Y,N,8:00,10:00,shot,Active,2,null,null,null,null,Williams &  Sharp 1978,null,null,null,testosterone,0.5213,null,null,4,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Post-nuptial molt; Single assay described by Williams & Sharp 1978 (http://joe.endocrinology-journals.org/content/77/1/57.full.pdf),Sharp,129
Bird,Ploceus,philippinus,Indian baya weaver,"Vallabh Vidyanagar, India",null,null,22.516878,72.999975,Reported,40,1983,1983,1983,Breeding,Y,null,Y,N,N,N,N,N,N,N,N,N,Y,N,N,8:00,10:00,shot,Active,2,null,null,null,null,Williams &  Sharp 1978,null,null,null,testosterone,0.6066,null,null,4,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Post-nuptial molt; Single assay described by Williams & Sharp 1978 (http://joe.endocrinology-journals.org/content/77/1/57.full.pdf),Sharp,129
Bird,Ploceus,philippinus,Indian baya weaver,"Vallabh Vidyanagar, India",null,null,22.516878,72.999975,Reported,40,1983,1983,1983,Breeding,Y,null,Y,N,N,N,N,N,Y,N,N,N,N,N,N,8:00,10:00,shot,Active,2,null,null,null,null,Williams &  Sharp 1978,null,null,null,testosterone,0.8361,null,null,4,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pre-nuptial molt; Single assay described by Williams & Sharp 1978 (http://joe.endocrinology-journals.org/content/77/1/57.full.pdf),Sharp,129
Bird,Ploceus,philippinus,Indian baya weaver,"Vallabh Vidyanagar, India",null,null,22.516878,72.999975,Reported,40,1983,1983,1983,Breeding,null,null,Y,N,N,N,N,N,N,Y,N,N,N,N,N,8:00,10:00,shot,Active,2,null,null,null,null,Williams &  Sharp 1978,null,null,null,testosterone,1.059,null,null,4,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Single assay described by Williams & Sharp 1978 (http://joe.endocrinology-journals.org/content/77/1/57.full.pdf),Sharp,129
Bird,Ploceus,philippinus,Indian baya weaver,"Vallabh Vidyanagar, India",null,null,22.516878,72.999975,Reported,40,1983,1983,1983,Breeding,null,null,Y,N,N,N,N,N,N,N,N,Y,N,N,N,8:00,10:00,shot,Active,2,null,null,null,null,Williams &  Sharp 1978,null,null,null,testosterone,1.0787,0.118,21.87818671,4,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Single assay described by Williams & Sharp 1978 (http://joe.endocrinology-journals.org/content/77/1/57.full.pdf),Sharp,129
Bird,Ploceus,philippinus,Indian baya weaver,"Vallabh Vidyanagar, India",null,null,22.516878,72.999975,Reported,40,1983,1983,1983,Breeding,null,null,Y,N,N,N,N,N,N,N,Y,N,N,N,N,8:00,10:00,shot,Active,2,null,null,null,null,Williams &  Sharp 1978,null,null,null,testosterone,1.5638,0.1313,16.7924287,4,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Single assay described by Williams & Sharp 1978 (http://joe.endocrinology-journals.org/content/77/1/57.full.pdf),Sharp,129
Bird,Psittacula,krameri,Indian rose-ringed parakeet,"Sardar Patel University, Vallabh Vidyanagar, India",null,null,22.501456,72.999973,Reported,40,1985,1985,1985,Breeding,null,null,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,19:00,20:00,shot,Active,null,null,null,null,null,RIA,null,null,null,testosterone,0.534,0.047,30.48928388,12,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Values from table in: Sailaja et al 1988; They classify this as Breeding,Sharp,136
Bird,Psittacula,krameri,Indian rose-ringed parakeet,"Sardar Patel University, Vallabh Vidyanagar, India",null,null,22.501456,72.999973,Reported,40,1984,1984,1984,Breeding,null,"Prebreeding, Courtship",Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,19:00,20:00,shot,Active,null,null,null,null,null,RIA,null,null,null,testosterone,0.684,0.096,56.14035088,16,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Values from table in: Sailaja et al 1988; They classify this as Prebreeding,Sharp,136
Bird,Psittacula,krameri,Indian rose-ringed parakeet,"Sardar Patel University, Vallabh Vidyanagar, India",null,null,22.501456,72.999973,Reported,40,1985,1985,1985,Breeding,null,Postbreeding,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,19:00,20:00,shot,Active,null,null,null,null,null,RIA,null,null,null,testosterone,0.929,0.157,53.44215206,10,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Values from table in: Sailaja et al 1988; They classify this as Post-breeding,Sharp,136
Bird,Psittacula,krameri,Indian rose-ringed parakeet,"Sardar Patel University, Vallabh Vidyanagar, India",null,null,22.03333,73,Reported,20,1984-1986,1984,1986,Breeding,null,Postbreeding,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,7:00,9:00,shot,Active,null,null,null,null,null,RIA,null,null,null,testosterone,null,null,null,null,null,null,N,0.556,0.074,46.10494955,12,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Post-breeding,Sharp,137
Bird,Psittacula,krameri,Indian rose-ringed parakeet,"Sardar Patel University, Vallabh Vidyanagar, India",null,null,22.03333,73,Reported,20,1985-1986,1985,1986,Breeding,null,null,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,7:00,9:00,shot,Active,null,null,null,null,null,RIA,null,null,null,testosterone,null,null,null,null,null,null,N,0.673,0.097,51.96708376,13,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Breeding,Sharp,137
Bird,Psittacula,krameri,Indian rose-ringed parakeet,"Sardar Patel University, Vallabh Vidyanagar, India",null,null,22.03333,73,Reported,20,1994-1995,1994,1995,Breeding,null,"Prebreeding, Courtship",Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,7:00,9:00,shot,Active,null,null,null,null,null,RIA,null,null,null,testosterone,null,null,null,null,null,null,N,0.676,0.121,66.97345322,14,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Prebreeding,Sharp,137
Bird,Pterodroma,macroptera,Grey-faced petrel,"Ihumoana Island, New Zealand","Kauwahaia Island, New Zealand",null,-36.883,174.4398,Reported,0,null,null,null,Breeding,null,Young care,Y,N,N,N,N,N,N,N,N,N,N,N,Y,9:00,20:00,hand capture in burrow,Active,null,3,30,Restraint,null,RIA,null,"antiserum 30/5, University of Guelph, Ontario, Canada",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15.38,3.39,53.99070369,6,null,null,N,9.38,3.95,72.93817367,3,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,gouldi subspecies. Sexes pooled for stress-induced cort; those data not reported here.,Cockrem,59
Bird,Pterodroma,macroptera,Grey-faced petrel,"Ihumoana Island, New Zealand","Kauwahaia Island, New Zealand",null,-36.883,174.4398,Reported,0,null,null,null,Breeding,null,Incubation ,Y,N,N,N,N,N,N,Y,N,N,N,N,N,9:00,20:00,hand capture in burrow,Active,null,3,30,Restraint,null,RIA,null,"antiserum 30/5, University of Guelph, Ontario, Canada",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.2,1,62.1831648,26,null,null,N,17.8,3,55.89817062,11,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,gouldi subspecies. Sexes pooled for stress-induced cort; those data not reported here; early incubation,Cockrem,59
Bird,Pterodroma,macroptera,Grey-faced petrel,"Ihumoana Island, New Zealand","Kauwahaia Island, New Zealand",null,-36.883,174.4398,Reported,0,null,null,null,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,Y,N,N,N,N,9:00,20:00,hand capture in burrow,Active,null,3,30,Restraint,null,RIA,null,"antiserum 30/5, University of Guelph, Ontario, Canada",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.21,1.91,63.75170035,14,null,null,N,13.04,1.42,28.81109557,7,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,gouldi subspecies. Sexes pooled for stress-induced cort; those data not reported here; late incubation,Cockrem,59
Bird,Pterodroma,macroptera,Grey-faced petrel,"Ihumoana Island, New Zealand","Kauwahaia Island, New Zealand",null,-36.883,174.4398,Reported,0,null,null,null,Breeding,null,Prebreeding,Y,N,N,N,Y,N,N,N,N,N,N,N,N,9:00,20:00,hand capture in burrow,Active,null,3,30,Restraint,null,RIA,null,"antiserum 30/5, University of Guelph, Ontario, Canada",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.34,1.03,31.46406229,12,null,null,N,14.72,2.22,33.72330781,5,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,gouldi subspecies. Sexes pooled for stress-induced cort; those data not reported here.,Cockrem,59
Bird,Ptilonorhynchus,violaceus,Satin bowerbird,"Wallaby Creek, Beaury State Forest, New South Wales, Australia",null,null,-28.43,152.45,Estimated,710,1984,1984,1984,Breeding,null,null,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,null,null,"trap, baited",Attractant,null,null,null,null,null,RIA,"T-3003, Wien Laboratories",Wien Laboratories ,corticosterone,testosterone,2.74,0.17,19.61997088,10,null,null,N,null,null,null,null,null,null,null,29.67,1.47,15.66750307,10,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Birds without bowers,Wingfield,67
Bird,Ptilonorhynchus,violaceus,Satin bowerbird,"Wallaby Creek, Beaury State Forest, New South Wales, Australia",null,null,-28.43,152.45,Estimated,710,1984,1984,1984,Breeding,null,null,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,null,null,"trap, baited",Attractant,null,null,null,null,null,RIA,"T-3003, Wien Laboratories",Wien Laboratories ,corticosterone,testosterone,5.69,0.23,15.65529296,15,null,null,N,null,null,null,null,null,null,null,40.89,1.67,15.8177603,15,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Birds with bowers,Wingfield,67
Bird,Ptilotula,penicillatus,White-plumed honeyeater,"Fowler's Gap Research Station, New South Wales, Australia",null,null,-31,142,Reported,247,"1994-1997, 2011-2012",1994,2012,null,null,null,N,Y,N,N,N,N,N,N,N,N,N,N,N,null,null,mist net,Passive,null,4,60,restraint,null,"RIA, EIA",null,"RIA: Endocrine
Sciences (Code B21-42, Tarzana, California), EIA: Enzo Life Sciences; catalogue number ADI 900–097",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.4857,3.4239,102.093168,8,null,null,null,9.3132,1.8626,52.91388988,7,null,null,null,41.0286,3.5351,24.37025082,8,null,null,null,45.6345,8.0326,46.57060334,7,null,null,null,null,"CORT measured in RIA in 1994-1997 and EIA for 2011-2012, species are opportunistic breeders, thus lack of breeding stage data, no significant difference in samples collected in different seasons",Astheimer,409
Bird,Ptilotula,penicillatus,White-plumed honeyeater,"Fowler's Gap Research Station, New South Wales, Australia",null,null,-31,142,Reported,247,"1994-1997, 2011-2012",1994,2012,null,null,null,N,N,N,N,N,N,N,Y,N,N,N,N,N,null,null,mist net,Passive,null,4,60,restraint,null,"RIA, EIA",null,"RIA: Endocrine
Sciences (Code B21-42, Tarzana, California), EIA: Enzo Life Sciences; catalogue number ADI 900–097",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14.0571,3.8801,95.61759308,12,null,null,null,13.1548,2.4447,61.63645684,11,null,null,null,49.6,6.6227,46.25343905,12,null,null,null,46.5657,8.7311,62.1869374,11,null,null,null,null,"CORT measured in RIA in 1994-1997 and EIA for 2011-2012, species are opportunistic breeders, thus lack of breeding stage data, no significant difference in samples collected in different seasons",Astheimer,409
Bird,Ptilotula,penicillatus,White-plumed honeyeater,"Fowler's Gap Research Station, New South Wales, Australia",null,null,-31,142,Reported,247,"1994-1997, 2011-2012",1994,2012,null,null,null,N,N,N,N,N,N,N,N,N,Y,N,N,N,null,null,mist net,Passive,null,4,60,restraint,null,"RIA, EIA",null,"RIA: Endocrine
Sciences (Code B21-42, Tarzana, California), EIA: Enzo Life Sciences; catalogue number ADI 900–097",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.0857,2.1627,70.34040019,13,null,null,null,14.6682,1.6298,29.39723679,7,null,null,null,49.4857,5.1366,37.42550814,13,null,null,null,48.8941,7.5669,40.94591289,7,null,null,null,null,"CORT measured in RIA in 1994-1997 and EIA for 2011-2012, species are opportunistic breeders, thus lack of breeding stage data, no significant difference in samples collected in different seasons",Astheimer,409
Bird,Ptilotula,penicillatus,White-plumed honeyeater,"Fowler's Gap Research Station, New South Wales, Australia","Sturt's Meadow Station, near Broken Hill, New South Wales, Australia",null,-31.4,141.708,Estimated,250,1997,1997,1997,Breeding,null,null,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,null,null,mist net,Active,3,3,30,Restraint,null,RIA,null,null,corticosterone,testosterone,1.18,0.12,35.22815202,12,0.42,1.81,N,null,null,null,null,null,null,null,14.61,4.69,96.30390144,9,null,null,N,null,null,null,null,null,null,null,34.35,6.51,56.8558952,9,null,null,N,null,null,null,null,null,null,null,null,In the methods it says data were collected in 1997; in the text it says 1995. ,Cockrem,73
Bird,Pycnonotus,goiavier,Yellow-vented bulbul,"El-Baqar, Israel",null,null,30.8667,34.7833,Reported,456,1994,1994,1994,Breeding,null,null,Y,N,N,Y,N,N,N,N,N,N,N,N,N,5:29,7:23,null,null,null,3,31,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18.7475,0.47562897,5.074052215,4,17.58,19.88,N,21.74666667,3.950956565,44.50257931,6,10.99,31.48,N,59.525,7.100333912,23.85664481,4,39.69,73.36,N,40.84,1.278819768,7.670068329,6,36.36,43.78,N,null,Fat scores available,Wingfield,648
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,40,2006,2006,2006,Breeding,null,Courtship,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,null,null,Captured on nest,Active,null,5,null,null,N,EIA,null,AssayMax Corticosterone ELISA Kit; AssayPro,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.51,0.83,109.67325,11,null,null,N,1.33,0.42,104.7355197,11,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Elevation approximate and looked up online. Mean and SE from datathief.,Ancel,263
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,40,2007,2007,2007,Breeding,null,Courtship,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,null,null,Captured on nest,Active,null,5,null,null,N,EIA,null,AssayMax Corticosterone ELISA Kit; AssayPro,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.11,0.35,55.01510316,11,null,null,N,2.38,0.84,117.0573455,11,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Elevation approximate and looked up online. Mean and SE from datathief.,Ancel,263
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,40,2006-2007,2006,2007,Breeding,null,Young care,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,null,null,Captured on nest,Active,null,5,null,null,N,EIA,null,AssayMax Corticosterone ELISA Kit; AssayPro,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.3,0.39,99.49874371,11,null,null,N,3.13,1.13,119.7375723,11,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Elevation approximate and looked up online. Mean and SE from datathief.,Ancel,263
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,40,2007-2008,2007,2008,Breeding,null,Young care,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,null,null,Captured on nest,Active,null,5,null,null,N,EIA,null,AssayMax Corticosterone ELISA Kit; AssayPro,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.84,0.7,81.74779413,11,null,null,N,3.96,1.58,132.329979,11,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Elevation approximate and looked up online. Mean and SE from datathief.,Ancel,263
Bird,Pygoscelis,adeliae,Adelie penguin,"Pointe Geologie, Adelie Land, Antarctica",null,null,-66.667,140,Reported,0,2005,2005,2005,Breeding,null,Young care,Y,Y,N,N,N,N,N,N,N,N,N,N,N,null,null,null,Active,null,3,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19.03,2.72,35.01109879,6,null,null,N,12.94,1.38,31.99381762,9,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,blood sample taken pre-foraging,Chastel,2
Bird,Pygoscelis,adeliae,Adelie penguin,"Pointe Geologie, Adelie Land, Antarctica",null,null,-66.667,140,Reported,0,2005,2005,2005,Breeding,null,Young care,Y,Y,N,N,N,N,N,N,N,N,N,N,N,null,null,null,Active,null,3,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.79,0.82,25.78410256,6,null,null,N,7.55,1.15,40.29952328,7,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,blood sample taken post-foraging; had small transmitter attached (not surgically) at previous capture.,Chastel,2
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2005-2006,2005,2006,Breeding ,null,Prebreeding,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,null,null,hand grab,Active,null,5,null,null,Some starving,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.148,1.149,94.69297105,18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by males at the end of phase II of fasting relieved by their partner,Chastel,303
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2005-2006,2005,2006,Breeding,null,Incubation,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,null,null,hand grab,Active,null,5,null,null,Some starving,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.099,1.358,57.05026293,18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by males at the end of phase II of fasting relieved by their partner. CORT measured when birds was departing to sea.,Chastel,303
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2005-2006,2005,2006,Breeding,null,Prebreeding,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,null,null,hand grab,Active,null,5,null,null,Some starving,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.2685,1.149,78.60615286,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by males in phase III of fasting relieved by their partner. ,Chastel,303
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2005-2006,2005,2006,Breeding,null,Incubation,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,null,null,hand grab,Active,null,5,null,null,Some starving,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31.613,7.206,50.96987267,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characerized by males in phase III of fasting relieved by their partner.CORT measured when birds was departing to sea.,Chastel,303
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2005-2006,2005,2006,Breeding,null,Prebreeding,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,null,null,hand grab,Active,null,5,null,null,Some starving,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.506,1.567,48.17091915,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by males in phase III of fasting that abandoned their nest.,Chastel,303
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2005-2006,2005,2006,Breeding,null,Incubation,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,null,null,hand grab,Active,null,5,null,null,Some starving,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25.661,5.118,39.88932621,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by males in phase III  of fasting that abandoned their nest. CORT measured when birds was departing to sea.,Chastel,303
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2005-2006,2005,2006,Breeding,null,Prebreeding,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,null,null,hand grab,Active,null,5,null,null,Some starving,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.2,0.7,86.60254038,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Chastel,303
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2005-2006,2005,2006,Breeding,null,Incubation,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,null,null,hand grab,Active,null,5,null,null,Some starving,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.03,1.67,83.25024925,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by females at the end of phase II of fasting relieved by males. CORT measured when birds was departing to sea.,Chastel,303
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2005-2006,2005,2006,Breeding,null,Incubation,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,null,null,hand grab,Active,null,5,null,null,Some starving,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.41,3.65,25.29093338,2,16.75,24.06,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by females in phase III of fasting relieved by males. CORT measured when birds was departing to sea.,Chastel,303
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2007-2008,2007,2008,Breeding,null,Prebreeding,N,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,null,null,null,5,null,null,null,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.377,1.322,60.2236459,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by birds that would later receive a 100 mg cort implant and be relieved by females,Chastel,304
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2007-2008,2007,2008,Breeding,null,Prebreeding,N,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,null,null,null,5,null,null,null,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.059,0.909,45.00742697,9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by birds that would later receive a 100 mg cort implant and would abandon,Chastel,304
